ja-JP	latitude	longitude	overall_length	first_julian_day	last_julian_day	texture	texture
御前塚古墳	35.49569473	136.8882747	179	99999999	99999999	IeSekkan	IeSekkan
（太尾寿老園）	34.89650804	134.7566601	178	99999999	99999999	IeSekkanBrown	IeSekkan
（物集女来迎寺）	34.96213304	135.6939018	178	99999999	99999999	IeSekkanBrown	IeSekkan
（吉備津神社）	34.82363231	134.5979008	177	99999999	99999999	IeSekkanBrown	IeSekkan
（多聞寺裏山）	34.41575813	134.7898272	177	99999999	99999999	IeSekkanBrown	IeSekkan
光明寺古墳群	34.93732041	135.6767608	177	99999999	99999999	IeSekkanBrown	IeSekkan
（寺田）	34.85313691	135.7833602	177	99999999	99999999	IeSekkanBrown	IeSekkan
西垣内古墳	34.95473672	135.7027793	176	99999999	99999999	IeSekkanBrown	IeSekkan
松尾宮山2号墳	35.47406264	136.2069793	176	1951893	1966138	IeSekkanYellowGreen	IeSekkan
鶴山丸山古墳	34.7244939	134.1206437	175	1852547	1859852	FunaSekkan	FunaSekkan
渋山池5号横穴墓	35.4226966	133.1502447	175	1925596	1947510	IeSekkan	IeSekkan
原田1号地下式横穴墓	31.48067089	131.0282408	174	99999999	99999999	IeSekkan	IeSekkan
（稲荷神社）	34.91277489	134.7210673	174	99999999	99999999	IeSekkanBrown	IeSekkan
(石橋墓地内)	34.65813351	136.4078284	174	99999999	99999999	IeSekkan	IeSekkan
（天田墓地）	35.06144361	134.9209145	173	99999999	99999999	IeSekkanBrown	IeSekkan
きつね塚古墳	34.9891175	134.9795276	173	1933266	1940206	IeSekkanBrown	IeSekkan
津堂城山古墳	34.582123	135.593672	172	1852547	1859852	NagaSekkanBrown	NagaSekkan
（太市中墓地）	34.85757759	134.6077893	172	99999999	99999999	IeSekkanBrown	IeSekkan
姫路城備前丸東	34.83954146	134.693902	172	99999999	99999999	IeSekkanBrown	IeSekkan
（小神火葬場）	34.86000203	134.5300058	171	99999999	99999999	IeSekkanBrown	IeSekkan
浅井14号墳(岩塚古墳)	35.35318248	136.8331562	171	1966138	1980382	IeSekkan	IeSekkan
後田古墳	32.95850396	130.5584709	170	1874462	1881767	FunaSekkanRed	FunaSekkan
半分古墳	35.343885	132.7591	170	1925596	1947510	IeSekkan	IeSekkan
（早川神社）	34.81004186	134.6945271	170	99999999	99999999	IeSekkanBrown	IeSekkan
（大原野神社下）	34.95788845	135.6512538	170	99999999	99999999	IeSekkanBrown	IeSekkan
北割田2号墳	35.42528731	137.0167224	170	99999999	99999999	IeSekkan	IeSekkan
（大日堂）	34.3987583	132.9666996	169	99999999	99999999	IeSekkanBrown	IeSekkan
（伝十四山）	34.5487861	133.2914438	169	99999999	99999999	IeSekkanBrown	IeSekkan
横田古墳	35.41682326	132.9604514	167	1896376	1925596	FunaSekkanYellow	FunaSekkan
宮山２号墳	35.07648524	136.0449525	167	1925596	1947510	IeSekkan	IeSekkan
（常称寺）	34.86286005	134.6951259	166	99999999	99999999	IeSekkanBrown	IeSekkan
（御旅山登山口）	34.79522067	134.6988032	165	99999999	99999999	IeSekkan	IeSekkan
（常福寺）	34.89917986	134.7138051	164	99999999	99999999	IeSekkanBrown	IeSekkan
（新羅神社）	34.79629393	134.7303947	163	99999999	99999999	IeSekkanBrown	IeSekkan
宮山古墳	34.442889	135.733422	162.5	1859852	1874462	NagaSekkanBrown	NagaSekkan
上野1号墳(機織塚、雁追塚)	35.37032893	136.9280461	162	99999999	99999999	IeSekkan	IeSekkan
童男山古墳	33.22576399	130.6125031	160	1910986	1925596	IeSekkanRed	IeSekkan
辻古墳	33.0072	130.7154	160	99999999	99999999	IeSekkanRed	IeSekkan
石川山４号墳	32.90485042	130.7204976	160	1925596	1947510	IeSekkanRed	IeSekkan
渋山池2号横穴墓	35.4226966	133.1502447	160	1925596	1947510	IeSekkan	IeSekkan
（寺戸来迎寺）	34.95473672	135.7027793	160	99999999	99999999	IeSekkanBrown	IeSekkan
北割田2号墳	35.42528731	137.0167224	160	99999999	99999999	IeSekkan	IeSekkan
大仙古墳	34.564229	135.487506	159	1881767	1896376	NagaSekkan	NagaSekkan
（明覚寺）	34.85044142	134.5336331	159	99999999	99999999	IeSekkanBrown	IeSekkan
阿弥陀12号墳	34.79543109	134.771218	159	1925596	1947510	IeSekkanBrown	IeSekkan
堂山古墳	34.08661722	131.778407	158	99999999	99999999	IeSekkan	IeSekkan
（延命寺2）	34.64422255	136.4168696	158	99999999	99999999	IeSekkan	IeSekkan
（福円寺）	34.77367508	134.7333564	157	99999999	99999999	IeSekkanBrown	IeSekkan
高橋古墳（天燈塚古墳）	35.35058204	136.951084	157	99999999	99999999	IeSekkan	IeSekkan
連行14号横穴墓	35.51773357	133.127109	156	1937649	1951893	IeSekkanRedPurple	IeSekkan
（丁柳ヶ瀬）	34.8146896	134.5985763	156	99999999	99999999	IeSekkanBrown	IeSekkan
（美土呂公園）	34.79209512	134.7105799	155	99999999	99999999	IeSekkanBrown	IeSekkan
平塚古墳	36.339865	138.938394	154	1896376	1910986	FunaSekkan	FunaSekkan
（物集女来迎寺）	34.96213304	135.6939018	153	99999999	99999999	IeSekkanBrown	IeSekkan
大王山三号墳	32.54756926	130.6810164	152	1852547	1874462	FunaSekkanRed	FunaSekkan
西階	32.56923395	131.6386015	150	99999999	99999999	FunaSekkanRed	FunaSekkan
神殿古墳	37.014183	140.9627422	150	1910986	1925596	FunaSekkan	FunaSekkan
半分古墳	35.343885	132.7591	150	1925596	1947510	IeSekkan	IeSekkan
チンカンドー古墳	34.67340189	134.5371023	150	99999999	99999999	IeSekkan	IeSekkan
大覚寺3号墳	35.0255912	135.6801787	150	1925596	1947510	IeSekkanBrown	IeSekkan
羽崎大洞4号墳	35.41578818	137.0824701	149	1951893	1966138	IeSekkan	IeSekkan
妙見山古墳	34.952238	135.691494	148.5	1837938	1852547	NagaSekkan	NagaSekkan
助吉	32.9084154	130.6395202	147	1881767	1896376	FunaSekkanRed	FunaSekkan
（荒神社）	34.78631533	134.7059667	147	99999999	99999999	IeSekkanBrown	IeSekkan
鳥越山古墳	36.086068	136.308056	146.5	1881767	1896376	FunaSekkanLightBlue	FunaSekkan
助吉	32.9084154	130.6395202	145	1881767	1910986	FunaSekkanRed	FunaSekkan
辻古墳	32.99779051	130.7176385	145	1859852	1881767	FunaSekkanRed	FunaSekkan
井出二子山古墳	36.378877	138.983692	145	1896376	1910986	FunaSekkan	FunaSekkan
茶山古墳	34.51594474	135.6933814	145	1925596	1947510	IeSekkanYellowGreen	IeSekkan
二本松山古墳	36.084088	136.306528	144	1896376	1910986	FunaSekkanLightBlue	FunaSekkan
不動山古墳	36.304212	139.078711	144	1881767	1896376	FunaSekkan	FunaSekkan
西陵古墳	34.32705	135.169144	144	1874462	1881767	NagaSekkan	NagaSekkan
牟佐大塚古墳	34.72538721	133.9767845	144	99999999	99999999	IeSekkan	IeSekkan
八幡茶臼山古墳	34.867591	135.695319	143	1837938	1852547	FunaSekkanRed	FunaSekkan
小口山古墳	34.55198834	135.594684	142.5	99999999	99999999	IeSekkan	IeSekkan
円山古墳	35.07433849	136.0412336	141.5	1910986	1925596	IeSekkanRed	IeSekkan
竹矢岩船古墳	35.448127	133.110314	141	1896376	1925596	FunaSekkanYellow	FunaSekkan
保渡田八幡塚古墳	36.381223	138.985744	141	1896376	1910986	FunaSekkan	FunaSekkan
（真福寺）	34.82735671	134.7464678	141	99999999	99999999	IeSekkanBrown	IeSekkan
林30号墳	35.41852804	132.989926	140	99999999	99999999	FunaSekkanYellow	FunaSekkan
玉丘古墳	34.922272	134.850486	140	1859852	1874462	NagaSekkanBrown	NagaSekkan
稲荷山古墳	32.82944551	130.7165682	140	1925596	1947510	IeSekkan	IeSekkan
岡田山1号墳	35.428015	133.091342	140	1925596	1947510	IeSekkan	IeSekkan
（新宮八幡神社）	34.91915432	134.5509919	140	99999999	99999999	IeSekkanBrown	IeSekkan
（国分寺）	34.82375498	134.7342577	140	99999999	99999999	IeSekkanBrown	IeSekkan
（西信寺）	34.81219165	134.5865634	140	99999999	99999999	IeSekkanBrown	IeSekkan
（そでもぎ地蔵）	34.77442242	134.727768	140	99999999	99999999	IeSekkanBrown	IeSekkan
（地蔵山）	34.79157617	134.7969884	140	99999999	99999999	IeSekkanBrown	IeSekkan
羽崎日吉古墳	35.41578818	137.0824701	140	1951893	1966138	IeSekkan	IeSekkan
三谷石舟古墳	34.26942	134.074842	139	1852547	1859852	FunaSekkan	FunaSekkan
（寺戸来迎寺）	34.95473672	135.7027793	139	99999999	99999999	IeSekkanBrown	IeSekkan
塚山古墳	35.36334425	132.7606869	138	1925596	1947510	IeSekkan	IeSekkan
保渡田薬師塚古墳	36.382998	138.982969	137.5	1896376	1910986	FunaSekkan	FunaSekkan
菖蒲池古墳	34.47277655	135.8078308	137.5	1937649	1980382	IeSekkanBrown	IeSekkan
壇場山古墳	34.822734	134.735292	136.5	1859852	1874462	NagaSekkanBrown	NagaSekkan
蛭子山古墳	35.507515	135.104367	136	1837938	1852547	FunaSekkan	FunaSekkan
南浦2号墳	34.69478974	134.1499315	136	99999999	99999999	IeSekkanBrown	IeSekkan
（稲荷神社）	34.91277489	134.7210673	136	99999999	99999999	IeSekkanBrown	IeSekkan
（稲荷神社）	34.91277489	134.7210673	136	99999999	99999999	IeSekkanBrown	IeSekkan
神庭岩船古墳	35.39179727	132.8554691	135	1896376	1925596	FunaSekkanYellow	FunaSekkan
狐井城山古墳	34.533835	135.708142	135	1896376	1910986	NagaSekkanBrown	NagaSekkan
上塩冶築山古墳	35.35015561	132.760776	135	1925596	1947510	IeSekkan	IeSekkan
（高井寺）	34.57496908	135.6396588	135	99999999	99999999	IeSekkanBrown	IeSekkan
割塚古墳	34.64392521	135.7575128	135	1910986	1925596	IeSekkan	IeSekkan
ハミ塚古墳	34.61569429	135.8538557	135	1925596	1947510	IeSekkan	IeSekkan
植山古墳	34.47643491	135.803414	135	99999999	99999999	IeSekkanRed	IeSekkan
走田古墳群	34.92315882	135.6746289	135	99999999	99999999	IeSekkanBrown	IeSekkan
(松阪城石垣天守台)	34.5749171	136.5256121	135	99999999	99999999	IeSekkan	IeSekkan
（真禅寺）	34.80419998	134.7631181	134	99999999	99999999	IeSekkanBrown	IeSekkan
（仏心寺）	34.79863897	134.7613434	134	99999999	99999999	IeSekkanBrown	IeSekkan
加佐１号墳	34.80808557	134.9831426	134	1896376	1947510	IeSekkan	IeSekkan
太尾古墳	32.56789366	130.7035566	133.5	99999999	99999999	FunaSekkanRed	FunaSekkan
お亀石古墳	34.51233827	135.5987045	133.5	1937649	1951893	IeSekkanYellowGreen	IeSekkan
（安楽寺）	34.79157617	134.7969884	133	99999999	99999999	IeSekkan	IeSekkan
菖蒲池古墳	34.47277655	135.8078308	133	1937649	1980382	IeSekkanBrown	IeSekkan
石清尾山石船塚古墳	34.331377	134.030172	132	1852547	1859852	FunaSekkan	FunaSekkan
佐紀陵山古墳	34.699701	135.789036	131.5	1837938	1852547	FunaSekkan	FunaSekkan
月ノ岡古墳	33.345272	130.765831	131.5	1881767	1896376	NagaSekkanRed	NagaSekkan
（狭山池）	34.50310962	135.5500816	131.5	99999999	99999999	IeSekkanBrown	IeSekkan
塚本古墳	34.4610182	135.8193166	131.5	1937649	1980382	IeSekkanYellowGreen	IeSekkan
花光寺山古墳	34.710911	134.1111	131	1823328	1837938	NagaSekkan	NagaSekkan
（地蔵院）	34.80252533	134.7806855	131	99999999	99999999	IeSekkan	IeSekkan
（不断寺）	34.80252533	134.7806855	131	99999999	99999999	IeSekkanBrown	IeSekkan
（覚正寺）	34.78834088	134.8062214	131	99999999	99999999	IeSekkanBrown	IeSekkan
（西法寺）	34.79025425	134.7533435	131	99999999	99999999	IeSekkanBrown	IeSekkan
大山鬼塚	36.26241621	138.935126	130.5	1896376	1910986	FunaSekkan	FunaSekkan
臼塚古墳	33.143649	131.786381	130	1859852	1874462	FunaSekkanRed	FunaSekkan
唐人大塚古墳	31.364014	130.986733	130	1859852	1874462	FunaSekkan	FunaSekkan
快天山古墳	34.238923	133.890514	130	1837938	1852547	WariSekkan	WariSekkan
念南寺古墳	38.532521	140.883261	130	1881767	1910986	FunaSekkan	FunaSekkan
二塚古墳	38.229915	140.87275	130	1910986	1925596	FunaSekkan	FunaSekkan
（四天王寺）	34.65476081	135.5165521	130	99999999	99999999	NagaSekkanBrown	NagaSekkan
高野坂2号墳	35.53993798	134.324791	130	1937649	1951893	IeSekkan	IeSekkan
（阿古屋墓）	34.99648905	135.7732086	130	99999999	99999999	IeSekkanBrown	IeSekkan
（宝善寺2）	34.65073225	136.44528	130	99999999	99999999	IeSekkan	IeSekkan
大代古墳	34.172698	134.569744	129.5	1852547	1859852	FunaSekkan	FunaSekkan
山下古墳	32.943041	130.600475	129	1852547	1859852	FunaSekkanRed	FunaSekkan
大仙古墳	34.564229	135.487506	129	1881767	1896376	NagaSekkan	NagaSekkan
院塚古墳	32.940282	130.513831	128.5	1837938	1852547	FunaSekkanRed	FunaSekkan
コナベ古墳	34.698117	135.804753	128.5	1859852	1874462	NagaSekkan	NagaSekkan
（安福寺）	34.56305351	135.6293698	128	99999999	99999999	WariSekkan	WariSekkan
（飾磨高校）	34.79522067	134.6988032	128	99999999	99999999	IeSekkanBrown	IeSekkan
（岡本梅林出土）	34.71118599	135.274784	128	99999999	99999999	IeSekkanBrown	IeSekkan
岩崎山４号墳	34.296696	134.241992	127.5	1852547	1859852	WariSekkan	WariSekkan
赤山古墳	34.278555	134.258456	127	1837938	1852547	FunaSekkan	FunaSekkan
（観音寺）	34.96917887	136.0403697	127	99999999	99999999	IeSekkan	IeSekkan
（王ノ瀬）	33.23573186	131.7520736	126.5	1881767	1910986	FunaSekkan	FunaSekkan
岩鼻二子古墳	36.302137	139.079642	126.5	1881767	1896376	FunaSekkan	FunaSekkan
台所山古墳	36.35019574	139.1883159	126	1910986	1925596	FunaSekkan	FunaSekkan
綾塚古墳	33.705209	130.9172292	126	1925596	1947510	IeSekkan	IeSekkan
辻古墳	33.0072	130.7154	126	99999999	99999999	IeSekkanRed	IeSekkan
丁丁山2号墳	34.8146896	134.5985763	126	99999999	99999999	IeSekkan	IeSekkan
（白浜）	34.78631533	134.7059667	126	99999999	99999999	IeSekkanBrown	IeSekkan
天水大塚古墳	34.262105	135.176144	125	1852547	1874462	FunaSekkanRed	FunaSekkan
長崎鼻古墳	34.382525	134.093483	125	1859852	1874462	FunaSekkanRed	FunaSekkan
明神古墳	35.151796	132.4029106	125	1925596	1947510	IeSekkan	IeSekkan
小畑3号墳	35.56831083	134.2925374	125	1925596	1947510	IeSekkan	IeSekkan
（公民館）	33.9372514	132.0908082	125	99999999	99999999	IeSekkan	IeSekkan
（谷ノ口）	34.80252533	134.7806855	125	99999999	99999999	IeSekkanBrown	IeSekkan
松井塚古墳	34.519083	135.640333	125	1951893	1966138	IeSekkanYellowGreen	IeSekkan
（阿弥陀寺）	34.98991124	136.0385372	125	99999999	99999999	IeSekkan	IeSekkan
産土山古墳	35.74152013	135.1119273	124.5	1859852	1874462	NagaSekkan	NagaSekkan
下御倉古墳	32.98850995	131.1238888	124	99999999	99999999	IeSekkanRed	IeSekkan
赤坂天王山古墳	34.50030943	135.8746774	124	99999999	99999999	IeSekkanYellowGreen	IeSekkan
大草岩船古墳(春日岩船古墳）	35.42289823	133.1074942	123	1910986	1925596	FunaSekkan	FunaSekkan
（岩屋寺）	34.87962953	134.7700781	123	99999999	99999999	IeSekkanBrown	IeSekkan
（誓光寺）	34.84384723	134.6995236	123	99999999	99999999	IeSekkanBrown	IeSekkan
（瑞正寺）	35.15332725	136.233696	123	1925596	1947510	IeSekkanBrown	IeSekkan
（免鳥）	36.13138153	136.0768898	122.5	99999999	99999999	FunaSekkanLightBlue	FunaSekkan
平塚古墳	36.339865	138.938394	122.5	1896376	1910986	FunaSekkan	FunaSekkan
弘化谷古墳	33.23682744	130.519806	122.5	1910986	1925596	IeSekkan	IeSekkan
円山古墳	35.07433849	136.0412336	122.5	1910986	1925596	IeSekkanYellowGreen	IeSekkan
助吉	32.9084154	130.6395202	122	1881767	1910986	FunaSekkanRed	FunaSekkan
塚ノ腰10号墳	37.44564069	141.0271214	122	1910986	1925596	FunaSekkan	FunaSekkan
上御倉古墳	32.98857916	131.1234068	122	99999999	99999999	IeSekkanRed	IeSekkan
（佐谷町出土）	34.95910212	134.8645854	122	99999999	99999999	IeSekkanBrown	IeSekkan
（狭山池）	34.50310962	135.5500816	122	99999999	99999999	IeSekkanBrown	IeSekkan
水若酢神社1号墳	36.279997	133.2569514	121.5	1925596	1947510	FunaSekkan	FunaSekkan
院塚古墳	32.940282	130.513831	121	1837938	1859852	FunaSekkanRed	FunaSekkan
神領10号墳	31.42552826	131.0193503	121	1874462	1896376	FunaSekkan	FunaSekkan
正仙塚古墳	35.07953	134.041728	121	1852547	1859852	NagaSekkanBrown	NagaSekkan
姫路城はノ門内	34.83954146	134.693902	121	99999999	99999999	IeSekkanBrown	IeSekkan
（旧中央公民館）	34.92916804	134.829941	121	99999999	99999999	IeSekkanBrown	IeSekkan
（明覚寺）	34.75337231	134.7829294	121	99999999	99999999	IeSekkanBrown	IeSekkan
狐井城山古墳	34.533835	135.708142	120.5	1896376	1910986	NagaSekkanBrown	NagaSekkan
島田塚古墳	33.433712	130.012708	120	1910986	1925596	FunaSekkan	FunaSekkan
石神山古墳	33.09426	130.479711	120	1874462	1896376	FunaSekkanRed	FunaSekkan
経塚古墳	32.87446561	130.5870626	120	1852547	1859852	FunaSekkanRed	FunaSekkan
七ッ森Ａ号墳	32.95344891	131.3093524	120	1859852	1874462	FunaSekkanRed	FunaSekkan
（蓬莱塚付近）	33.22250521	131.5695185	120	99999999	99999999	FunaSekkan	FunaSekkan
快天山古墳	34.238923	133.890514	120	1837938	1852547	WariSekkan	WariSekkan
三池平古墳	35.053319	138.480628	120	1837938	1859852	FunaSekkan	FunaSekkan
屋敷山古墳	34.486947	135.713808	120	1874462	1896376	NagaSekkanBrown	NagaSekkan
お富士山古墳	36.338166	139.172028	120	1859852	1874462	NagaSekkan	NagaSekkan
佐紀石塚山古墳	34.70039	135.787475	120	1852547	1859852	NagaSekkan	NagaSekkan
臼コクリS-2号横穴墓	35.418861	133.258419	120	1925596	1947510	IeSekkanRedPurple	IeSekkan
姫路城天守の庭	34.83954146	134.693902	120	99999999	99999999	IeSekkanBrown	IeSekkan
一須賀WA1号墳	34.50180443	135.6437882	120	1910986	1925596	IeSekkan	IeSekkan
御旅所北古墳	34.46771479	135.62589	120	1925596	1947510	IeSekkanYellowGreen	IeSekkan
艸墓古墳	34.50335326	135.8456083	120	1937649	1980382	IeSekkanBrown	IeSekkan
（薬師堂）	34.93638635	135.6897912	120	99999999	99999999	IeSekkanBrown	IeSekkan
井田川茶臼山古墳	34.86668832	136.4928103	120	1910986	1925596	IeSekkan	IeSekkan
賤機山古墳	34.98301728	138.3750273	120	1925596	1947510	IeSekkanBlue	IeSekkan
宗永寺裏東塚古墳	36.26085526	139.0423973	119.5	1896376	1910986	FunaSekkan	FunaSekkan
久津川車塚古墳	34.865139	135.779181	119.5	1874462	1881767	NagaSekkanBrown	NagaSekkan
大牧1号墳	35.38411171	136.9039945	119.25	1925596	1947510	IeSekkan	IeSekkan
一塚古墳	38.23065286	140.8752424	119	1910986	1925596	FunaSekkan	FunaSekkan
姫路城天守の庭	34.83954146	134.693902	119	99999999	99999999	IeSekkanBrown	IeSekkan
（飾磨高校）	34.79522067	134.6988032	119	99999999	99999999	IeSekkanBrown	IeSekkan
（中筋地蔵堂）	34.78647567	134.7811229	119	99999999	99999999	IeSekkanBrown	IeSekkan
二子塚古墳	34.51105766	135.6516597	119	1951893	1966138	IeSekkanYellowGreen	IeSekkan
小谷古墳	34.47492486	135.7848061	119	1937649	1980382	IeSekkanBrown	IeSekkan
池尻16号墳	34.79379867	134.8483493	118.5	1925596	1947510	IeSekkanBrown	IeSekkan
二子塚古墳	34.51105766	135.6516597	118.5	1951893	1966138	IeSekkanYellowGreen	IeSekkan
院塚古墳	32.940282	130.513831	118	1859852	1874462	FunaSekkanRed	FunaSekkan
谷口古墳	33.45291	130.054581	118	1852547	1859852	NagaSekkan	NagaSekkan
世利門古墳	33.17679292	131.5599932	118	1859852	1881767	IeSekkanRed	IeSekkan
姫路城ろノ門内	34.83954146	134.693902	118	99999999	99999999	IeSekkanBrown	IeSekkan
（真福寺）	34.82735671	134.7464678	118	99999999	99999999	IeSekkanBrown	IeSekkan
竜山１号墳	34.77850192	134.7935782	118	99999999	99999999	IeSekkanBrown	IeSekkan
金山古墳	34.46949248	135.6303702	118	1925596	1947510	IeSekkanYellowGreen	IeSekkan
都塚古墳	34.46387133	135.8276304	118	99999999	99999999	IeSekkanYellowGreen	IeSekkan
快天山古墳	34.238923	133.890514	117.5	1837938	1852547	WariSekkan	WariSekkan
後広場１号墳	35.11638141	140.1067104	117.5	1910986	1925596	FunaSekkan	FunaSekkan
八幡大塚2号墳	34.58804716	133.9629346	117.5	1925596	1947510	IeSekkanBrown	IeSekkan
藤ノ木古墳	34.61196181	135.7295091	117.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
御坊山1号墳	34.54203272	135.7219999	117.5	99999999	99999999	IeSekkanYellowGreen	IeSekkan
神下山古墳	33.13274581	131.7926346	117	1852547	1874462	FunaSekkanRed	FunaSekkan
奥の前１号墳	35.018824	133.899808	117	1837938	1852547	NagaSekkan	NagaSekkan
刈山5号墳	35.33540372	132.7619796	117	1925596	1947510	IeSekkan	IeSekkan
宝塚古墳	35.33829534	132.7342967	117	1925596	1947510	IeSekkan	IeSekkan
慈恩寺経塚古墳	32.95631869	130.7184367	116.5	1881767	1896376	FunaSekkanRed	FunaSekkan
（投松公会堂）	34.8141303	134.8382106	116.5	99999999	99999999	IeSekkanBrown	IeSekkan
長須隈古墳	33.48406931	130.0492836	116	1859852	1874462	FunaSekkan	FunaSekkan
上島古墳	35.42763242	132.7992921	116	1910986	1925596	IeSekkan	IeSekkan
太田古墳群小山2号墳	34.49498884	135.7020867	116	1925596	1947510	IeSekkanYellowGreen	IeSekkan
赤妻古墳	34.17070194	131.4478074	115.5	1874462	1881767	FunaSekkan	FunaSekkan
（正願寺裏山）	33.43047601	130.0079394	115	99999999	99999999	FunaSekkan	FunaSekkan
造山古墳	34.67369	133.803706	115	1859852	1874462	FunaSekkanRed	FunaSekkan
磨臼山古墳	34.2169	133.790783	115	1852547	1859852	WariSekkan	WariSekkan
石舟山古墳	36.087268	136.308458	115	1881767	1896376	FunaSekkanLightBlue	FunaSekkan
龍ヶ岡古墳	36.05526268	136.207553	115	1859852	1874462	FunaSekkanLightBlue	FunaSekkan
狢塚古墳	36.25597782	138.9293919	115	1896376	1910986	FunaSekkan	FunaSekkan
姥山古墳	36.29575787	138.9963496	115	1896376	1910986	FunaSekkan	FunaSekkan
竹ノ下古墳	37.04321428	140.9076419	115	1910986	1925596	FunaSekkan	FunaSekkan
山之越古墳	34.82405104	134.7340583	115	1874462	1881767	NagaSekkanBrown	NagaSekkan
丑殿古墳	33.21556184	131.5637543	115	1925596	1951893	IeSekkan	IeSekkan
（福円寺）	34.77367508	134.7333564	115	99999999	99999999	IeSekkanBrown	IeSekkan
長持山古墳	34.57289723	135.6150237	114	1881767	1896376	FunaSekkanRed	FunaSekkan
泰遠寺山古墳	36.09091252	136.2915067	114	1874462	1881767	FunaSekkanLightBlue	FunaSekkan
時光寺古墳	34.790833	134.776666	114	1874462	1881767	NagaSekkanBrown	NagaSekkan
谷口古墳	33.45291	130.054581	114	1852547	1859852	NagaSekkan	NagaSekkan
築出し古墳	35.12547842	134.3227366	114	99999999	99999999	IeSekkan	IeSekkan
（美土呂公園）	34.79209512	134.7105799	114	99999999	99999999	IeSekkanBrown	IeSekkan
（法華山一乗寺）	34.86312007	134.8256833	114	99999999	99999999	IeSekkanBrown	IeSekkan
（高岡小学校）	34.65380873	136.4304337	114	99999999	99999999	IeSekkan	IeSekkan
愛宕山古墳	36.41026176	139.036215	114	1951893	1966138	IeSekkan	IeSekkan
梶原D１号墳	34.8649	135.6491	113.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
平尾山　平尾山63-19号墳	34.58367878	135.6549909	113.5	99999999	99999999	IeSekkanBrown	IeSekkan
（狭山池）	34.50310962	135.5500816	113.5	99999999	99999999	IeSekkanBrown	IeSekkan
赤山古墳	34.278555	134.258456	113	1837938	1852547	FunaSekkan	FunaSekkan
（随願寺常行堂）	34.86446316	134.708192	113	99999999	99999999	IeSekkanBrown	IeSekkan
金山古墳	34.46949248	135.6303702	113	1925596	1947510	IeSekkanYellowGreen	IeSekkan
（狭山池）	34.50310962	135.5500816	113	99999999	99999999	IeSekkanBrown	IeSekkan
星塚2号墳	34.60224586	135.8019957	113	1925596	1947510	IeSekkan	IeSekkan
毘売塚古墳	35.427513	133.261667	112.5	1859852	1881767	FunaSekkanRedPurple	FunaSekkan
小畑7号墳	35.56658995	134.2999389	112.5	1937649	1951893	IeSekkan	IeSekkan
唐人塚古墳	34.69702774	133.9598297	112.5	99999999	99999999	IeSekkanBrown	IeSekkan
新屋26号墳	34.85380585	135.5456522	112.5	1925596	1947510	IeSekkan	IeSekkan
新宮原古墳	34.52052628	135.6912337	112.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
(西ノ山)	34.47203766	135.7041508	112.5	99999999	99999999	IeSekkanYellowGreen	IeSekkan
石舟塚古墳	32.150517	131.517542	112	1874462	1881767	FunaSekkanRed	FunaSekkan
軍原古墳	35.39559856	132.8745086	112	1852547	1881767	IeSekkanYellow	IeSekkan
藤山1号墳	34.54353392	135.6967976	112	99999999	99999999	IeSekkanYellowGreen	IeSekkan
島ノ山1号墳	34.47797424	135.7147558	112	1925596	1947510	IeSekkanYellowGreen	IeSekkan
（物集女公民館）	34.96213304	135.6939018	112	99999999	99999999	IeSekkanBrown	IeSekkan
岩鼻二子古墳	36.302137	139.079642	111.5	1881767	1896376	FunaSekkan	FunaSekkan
（狭山池）	34.50310962	135.5500816	111.5	99999999	99999999	IeSekkanBrown	IeSekkan
地蔵山古墳	35.34819977	132.7696659	111	1925596	1951893	IeSekkan	IeSekkan
（狭山池）	34.50310962	135.5500816	111	99999999	99999999	IeSekkanBrown	IeSekkan
牧野古墳	34.55446653	135.7240287	111	1925596	1947510	IeSekkanBrown	IeSekkan
石舟古墳	32.96119334	131.2614408	110	1852547	1859852	FunaSekkan	FunaSekkan
（島田）	36.24986473	138.9336605	110	1896376	1910986	FunaSekkan	FunaSekkan
浦富2号墳	35.58312325	134.3314001	110	1937649	1951893	IeSekkan	IeSekkan
（松原八幡御旅所）	34.79522067	134.6988032	110	99999999	99999999	IeSekkanBrown	IeSekkan
（真禅寺）	34.80419998	134.7631181	110	99999999	99999999	IeSekkanBrown	IeSekkan
一須賀O6号墳	34.50189646	135.643718	110	1925596	1951893	IeSekkan	IeSekkan
一須賀WA15号墳	34.50189646	135.643718	110	1925596	1947510	IeSekkan	IeSekkan
二本松古墳	34.61641039	135.5045546	110	1925596	1947510	IeSekkan	IeSekkan
西宮古墳	34.62284871	135.7021811	110	1937649	1980382	IeSekkanBrown	IeSekkan
北今市1号墳	34.54931715	135.7000958	110	1925596	1947510	IeSekkanYellowGreen	IeSekkan
走田古墳群	34.92315882	135.6746289	110	99999999	99999999	IeSekkanBrown	IeSekkan
太鼓塚8号	35.04540752	135.8568281	110	1937649	1951893	IeSekkan	IeSekkan
耳原古墳	34.84199624	135.5638346	109.5	1925596	1947510	IeSekkanBrown	IeSekkan
雲部車塚古墳	35.086977	135.304569	109	1881767	1896376	NagaSekkanBrown	NagaSekkan
黒岡神社古墳	34.83303573	134.603171	109	99999999	99999999	IeSekkanBrown	IeSekkan
